Property_Address,Tax_Year,Property_Class,Type_of_Residence,Rooms,Bedrooms,Basement,Fireplaces,Central_Air,Full_Baths,Half_Baths,Building_Square_Feet,Land_Square_Feet,Age,Longitude,Latitude,Sale_Price
1166  SEBRING DR ELGIN,2018,234,4.0,6.0,3.0,3.0,0.0,1.0,1.0,1.0,1027.0,7590.0,41.0,-88.24605122,42.03956904,146590
111 SOUTH MORGAN 305,2009,299,,,,,,,,,,,,-87.651662,41.879676,308500
215 W 110TH PL,2005,211,2-story,6.0,3.0,Full basement,0.0,No,2.0,0.0,1320.0,2989.0,110.0,-87.628614,41.693174,181000
PO BOX 70,2004,203,1-story,6.0,3.0,Partial basement,1.0,Yes,1.0,0.0,1275.0,10436.0,54.0,-87.8431155,41.8791979,286000
842  CROSS CREEK DR ROSELLE,2018,299,,,,,,,1.0,,,293571.0,10.0,-88.06000878,41.99530208,93000
2740 W ARMITAGE 202S,2015,299,,,,,,,,,,,,-87.6964375,41.917741,330000
1620 TERRACE RD,2010,278,2-story,7.0,4.0,Full basement,1.0,Yes,2.0,1.0,2437.0,19819.0,3.0,-87.65616700000002,41.5481083,299000
25 E SUPERIOR 3302,2009,299,,,,,,,,,,,,-87.6272288,41.8954074,1325000
2658 E 93RD ST,2003,203,1-story,6.0,3.0,Full basement,0.0,No,1.0,0.0,1152.0,4050.0,51.0,-87.5585311,41.7265372,112500
8130 S KILPATRICK AVE,2014,299,,,,,,,,,,,,-87.7387494,41.7447904,40750
7918 CENTRAL AVE,2014,203,1-story,5.0,3.0,Full basement,0.0,Yes,1.0,1.0,1172.0,5700.0,47.0,-87.76113050000002,41.747909,167000
6413 S EBERHART ST,2007,202,1-story,7.0,4.0,Full basement,0.0,No,2.0,0.0,651.0,3050.0,124.0,-87.6129104,41.777999,95000
1243  BALDWIN LN PALATINE,2018,299,,,,,,,1.0,,,28186.0,10.0,-88.01338236,42.13641904,116000
7652 S CALUMENT AVE,2015,203,1-story,6.0,3.0,Partial basement,0.0,No,1.0,0.0,1118.0,4800.0,68.0,-87.61696020000002,41.7550061,200000
9612  BIANCO TER DES PLAINES,2018,299,,,,,,,1.0,,,312580.0,10.0,-87.85802312,42.05598069,69500
1337 TROON ST,2009,278,2-story,9.0,4.0,Full basement,2.0,Yes,3.0,1.0,3700.0,16530.0,4.0,-87.71222009999998,41.5371208,262000
2180  HEATHER LN PALATINE,2018,299,,,,,,,1.0,,,1498000.0,10.0,-88.01664169,42.14821087,65700
711 S RIVER RD DES PLAINES,2018,299,,,,,,,1.0,,,87262.0,10.0,-87.88291796,42.04001182,1
4168  COVE LN GLENVIEW,2018,299,,,,,,,1.0,,,509205.0,10.0,-87.85833838,42.07157184,64000
1684  PRAIRIE AVE NORTHBROOK,2018,203,1.0,5.0,3.0,3.0,1.0,2.0,1.0,0.0,1008.0,10000.0,59.0,-87.86378079,42.12226005,269000
520 S OAK AVE,2014,299,,,,,,,,,,,,-87.967993,41.7854207,180000
6754 N WILDWOOD,2005,211,2-story,14.0,6.0,Full basement,0.0,No,3.0,0.0,3370.0,3025.0,106.0,-87.778351,42.00457520000001,220000
1000  FORESTVIEW LN GLENVIEW,2018,204,1.0,8.0,6.0,3.0,3.0,1.0,4.0,0.0,3543.0,21844.0,61.0,-87.78451404,42.06705793,1170000
1000 W WASHINGTON 249,2006,299,,,,,,,,,,,,-87.6527871,41.8834409,365000
5939 W WALTON,2004,202,1-story,4.0,2.0,Slab basement,0.0,No,1.0,0.0,704.0,3000.0,108.0,-87.7738936,41.8971705,145000
5400  ASTOR LN ROLLING MEADOWS,2018,299,,,,,,,1.0,,,520628.0,10.0,-88.00522021,42.05527268,87000
1467 E BARONET LN PALATINE,2018,299,,,,,,,1.0,,,1305235.0,10.0,-88.00765415,42.10413434,232900
12117 S NAGLE 3N,2015,299,,,,,,,,,,,,-87.7789082,41.6717703,130000
16757 HILLTOP AV,2006,234,multilevel,5.0,3.0,Partial basement,0.0,Yes,1.0,0.0,1116.0,5125.0,28.0,-87.83880129999999,41.5855212,259900
1330  TYRELL AVE PARK RIDGE,2018,234,4.0,7.0,4.0,3.0,1.0,1.0,2.0,2.0,2021.0,9000.0,57.0,-87.8590725,42.0314449,522500
632 S HAMLIN AVE PARK RIDGE,2018,278,2.0,7.0,4.0,1.0,1.0,1.0,2.0,1.0,2298.0,8712.0,47.0,-87.85102825,42.00286374,525000
3441 N OVERHILL,2005,203,1-story,6.0,3.0,Slab basement,0.0,No,1.0,0.0,1381.0,3780.0,60.0,-87.818849,41.9425417,228000
5206 N. SHRIDAN RD,2013,299,,,,,,,,,,,,-87.6552052,41.9766415,313150
1427  HODLMAIR LN ELK GROVE VILLAGE,2018,207,2.0,6.0,3.0,3.0,0.0,1.0,1.0,1.0,1799.0,8340.0,39.0,-88.04197193,41.99787536,320000
6637 S KOMENSKY,2005,202,1-story,4.0,2.0,Full basement,0.0,No,1.0,0.0,768.0,3750.0,59.0,-87.72352430000002,41.7720504,222000
4822 S MARSHFIELD,2003,211,2-story,9.0,4.0,Full basement,0.0,No,4.0,0.0,3720.0,3075.0,119.0,-87.666368,41.80603350000001,148500
5511 W WARWICK AVE,2003,203,1-story,6.0,3.0,Full basement,0.0,Yes,1.0,0.0,1032.0,4125.0,85.0,-87.76497490000001,41.948431,235000
3224 N PARIS,2003,202,2-story,6.0,3.0,Full basement,1.0,No,1.0,1.0,1222.0,3780.0,79.0,-87.8304337,41.9384906,260000
1600 S WABASH AVE 4W,2015,299,,,,,,,,,,,,-87.62606170000002,41.8600815,460000
2307 N JANSSEN,2005,208,3-story,9.0,5.0,Full basement,1.0,Yes,4.0,1.0,3854.0,3200.0,2.0,-87.6641869,41.9236627,2000000
12341 S THROOP,2003,202,1-story,4.0,2.0,Full basement,0.0,Yes,1.0,0.0,864.0,4687.0,53.0,-87.65354659999998,41.6688787,95000
1  RENAISSANCE PL PALATINE,2018,299,,,,,,,1.0,,,324733.0,10.0,-88.03820789,42.1235749,91500
3515 ROSEMEAR AV,2003,207,2-story,6.0,3.0,Full basement,1.0,Yes,1.0,1.0,1340.0,2910.0,66.0,-87.8346561,41.8273776,245000
1103 E WILLIAMS DR PALATINE,2018,234,4.0,7.0,3.0,3.0,0.0,1.0,1.0,1.0,1441.0,9160.0,53.0,-88.01676834,42.11244287,255000
3711 N ODELL,2007,202,2-story,8.0,3.0,Full basement,0.0,Yes,1.0,2.0,2478.0,3810.0,5.0,-87.81042009999999,41.9471256,215000
6114 S KILPATRICK AVE,2006,211,2-story,11.0,6.0,Full basement,0.0,No,2.0,0.0,2480.0,3780.0,43.0,-87.7402399,41.781566,404000
6447  ELDORADO DR MORTON GROVE,2018,203,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1664.0,8325.0,61.0,-87.78796146,42.05446436,350000
6732 S KILBOURN AV,2010,202,1-story,4.0,2.0,Full basement,0.0,No,1.0,0.0,912.0,3750.0,53.0,-87.7350181,41.7702081,200000
6206 S FRANCISCO,2003,203,1-story,5.0,3.0,Slab basement,0.0,No,1.0,0.0,1295.0,3750.0,81.0,-87.69614870000002,41.7805863,159045
18219 MORGAN ST,2008,211,2-story,20.0,6.0,Slab basement,0.0,No,4.0,0.0,3985.0,12604.0,35.0,-87.6411167,41.5592485,340000
309 CLYDE,2009,202,1-story,5.0,3.0,Full basement,0.0,No,1.0,0.0,929.0,5922.0,43.0,-87.57090620000002,41.6284091,115000
105  GLADE RD GLENCOE,2018,208,2.0,11.0,4.0,3.0,1.0,1.0,2.0,2.0,4586.0,21475.0,41.0,-87.75713065,42.14409897,1550000
7226 S EAST END AVE,2006,205,1-story,5.0,2.0,Full basement,0.0,No,1.0,0.0,882.0,4440.0,90.0,-87.58389559999998,41.7634486,265000
3705  HOLLY LN ROLLING MEADOWS,2018,234,4.0,8.0,3.0,3.0,0.0,1.0,1.0,1.0,1205.0,7911.0,49.0,-88.02750254,42.07905831,262000
10445 S TROY,2012,202,1-story,4.0,2.0,Full basement,0.0,No,1.0,0.0,891.0,4500.0,53.0,-87.6998062,41.7030774,350000
555  ARLINGTON LN HOFFMAN ESTATES,2018,203,1.0,7.0,3.0,2.0,0.0,2.0,1.0,1.0,1353.0,10250.0,56.0,-88.06759942,42.03792357,260000
4520 N PONTIAC AVE NORRIDGE,2018,234,4.0,5.0,3.0,3.0,0.0,2.0,1.0,1.0,1276.0,5000.0,52.0,-87.83584149,41.96231028,276000
10353  DEARLOVE RD GLENVIEW,2018,299,,,,,,,1.0,,,16822.0,10.0,-87.85846263,42.06857141,1
200 E DELAWARE PL 24C,2014,299,,,,,,,,,,,,-87.6211813,41.8995075,945000
125  MANCHESTER CT SCHAUMBURG,2018,299,,,,,,,1.0,,,1064050.0,10.0,-88.06762997,42.00897109,180500
21  KRISTIN DR SCHAUMBURG,2018,299,,,,,,,1.0,,,550722.0,10.0,-88.08096552,42.05725281,110000
2121 N SEDGWICK ST,2015,211,2-story,9.0,4.0,Partial basement,0.0,No,2.0,0.0,2522.0,2804.0,111.0,-87.6386579,41.9208416,985000
7604 W LAWRENCE AV,2003,299,,,,,,,,,,,,-87.81775999999998,41.967419,191000
3700  CAPRI CT GLENVIEW,2018,299,,,,,,,1.0,,,22791.0,10.0,-87.85208862,42.06733529,165000
1160 S. MICHIGAN,2008,299,,,,,,,,,,,,-87.62461529999999,41.86775479999999,1406523
1249  OLD MILL LN ELK GROVE VILLAGE,2018,299,,,,,,,1.0,,,806905.0,10.0,-88.01984739,41.99427415,236900
104 E STREAMWOOD BLVD STREAMWOOD,2018,202,1.0,5.0,2.0,4.0,0.0,1.0,1.0,0.0,913.0,6600.0,55.0,-88.18017013,42.02283619,132000
7916 W LAWRENCE AVE NORRIDGE,2018,295,2.0,4.0,2.0,1.0,0.0,1.0,1.0,1.0,1254.0,1325.0,54.0,-87.82498469,41.96710307,150000
1740 N MAPLEWOOD AVE,2014,299,,,,,,,,,,,,-87.6913166,41.9131829,316000
1320  PLEASANT RD GLENVIEW,2018,209,2.0,9.0,5.0,1.0,1.0,1.0,3.0,1.0,5636.0,43550.0,16.0,-87.7916245,42.08882792,1750000
622 S ALBERT ST MOUNT PROSPECT,2018,207,2.0,7.0,4.0,4.0,0.0,1.0,2.0,1.0,1790.0,8400.0,58.0,-87.9242535,42.05306098,452000
2543  DONALD CT GLENVIEW,2018,203,1.0,6.0,3.0,1.0,0.0,1.0,1.0,0.0,1242.0,8877.0,59.0,-87.82150721,42.05818704,340000
230 E ONTARIO ST,2004,299,,,,,,,,,,,,-87.6212229,41.8936581,180000
2225 W WABANSIA 401,2003,299,,,,,,,,,,,,-87.68381490000002,41.9123778,340000
1751  SUSSEX WALK  HOFFMAN ESTATES,2018,299,,,,,,,1.0,,,824752.0,10.0,-88.12327247,42.05560684,101875
842 W WEBSTER,2008,211,2-story,10.0,4.0,Full basement,2.0,No,4.0,0.0,3250.0,2760.0,115.0,-87.65032559999999,41.9219753,1950000
40 W BRIARWOOD DR STREAMWOOD,2018,299,,,,,,,1.0,,,432581.0,10.0,-88.18430500000002,42.01479268,172500
1700 ROBIN LN 452,2005,203,1-story,5.0,3.0,Full basement,1.0,Yes,1.0,1.0,1120.0,7480.0,56.0,-88.0849684,41.7893885,245000
5835 W NEWPORT,2003,205,2-story,9.0,4.0,Full basement,0.0,No,2.0,0.0,1532.0,3780.0,79.0,-87.7729318,41.9428539,300000
3742 BEECH ST,2015,278,2-story,8.0,4.0,Full basement,1.0,Yes,2.0,1.0,3221.0,9105.0,1.0,-87.7083711,41.5477333,238500
664  DEER RUN DR PALATINE,2018,299,,,,,,,1.0,,,52685.0,10.0,-88.05663896,42.12271365,155000
1000 N LAKE SHORE 1806,2013,299,,,,,,,,,,,,-87.6246453,41.9012119,195000
3790  ARROWWOOD LN HOFFMAN ESTATES,2018,203,1.0,7.0,3.0,4.0,0.0,2.0,2.0,0.0,1578.0,9750.0,36.0,-88.12812951,42.09228514,250000
6235 S EDGEWOOD AVE,2013,203,1-story,6.0,3.0,Full basement,0.0,No,1.0,0.0,1521.0,16640.0,59.0,-87.8830168,41.7761379,155000
942  SHERMAN AVE EVANSTON,2018,295,2.0,9.0,3.0,1.0,1.0,1.0,3.0,0.0,2347.0,4011.0,24.0,-87.68260202,42.03555105,640000
1214 W SUNSET RD MOUNT PROSPECT,2018,278,2.0,10.0,5.0,3.0,1.0,1.0,3.0,1.0,2960.0,8385.0,47.0,-87.95472017,42.05012338,440000
270 S HICKORY AVE BARTLETT,2018,207,2.0,6.0,3.0,4.0,1.0,1.0,1.0,1.0,1750.0,13078.0,33.0,-88.18779318,41.99021234,260000
2836 N PARKSIDE,2005,211,2-story,11.0,5.0,Full basement,0.0,No,3.0,0.0,2988.0,4579.0,64.0,-87.7678964,41.9323381,444000
116  NEUTRENTON AVE ELGIN,2018,295,2.0,6.0,3.0,1.0,1.0,1.0,2.0,1.0,1576.0,1630.0,10.0,-88.23736703,42.03736647,95000
477  GRACELAND AVE DES PLAINES,2018,299,,,,,,,1.0,,,22630.0,10.0,-87.88900164,42.04466666,99750
300 N WALNUT LN SCHAUMBURG,2018,278,2.0,8.0,4.0,3.0,1.0,1.0,2.0,1.0,2103.0,9642.0,37.0,-88.13391494,42.03126983,391900
630  FLAGSTAFF LN HOFFMAN ESTATES,2018,234,4.0,6.0,3.0,3.0,0.0,1.0,1.0,1.0,1092.0,11775.0,56.0,-88.09545173,42.04059928,266500
5440 N. CUMBERLAND 301,2003,299,,,,,,,,,,,,-87.8374004,41.9778216,210000
1166 S PLYMOUTH CT 2NW,2004,299,,,,,,,,,,,,-87.62898809999999,41.8680404,354000
3711 N PINE GROVE,2006,299,,,,,,,,,,,,-87.646562,41.950247,36500
6852 N NORTHWEST 3B,2007,299,,,,,,,,,,,,-87.82075920000003,42.0053081,234000
5330 WATERBURY LN 105,2003,299,,,,,,,,,,,,-87.7509262,41.6364335,91500
7040 LORRAINE TERRACE,2009,207,2-story,6.0,3.0,Full basement,0.0,No,1.0,1.0,1279.0,4950.0,58.0,-87.79954620000002,41.820345,145000
1008 BRAEMAN RD,2005,203,1-story,5.0,3.0,crawlspace,0.0,No,1.0,1.0,1444.0,12400.0,53.0,-87.6879665,41.5441275,174000
10  REBECCA DR BARRINGTON HILLS,2018,278,2.0,9.0,4.0,1.0,2.0,1.0,3.0,1.0,3648.0,218671.0,17.0,-88.19571044,42.10169534,925000
2533 N MARWOOD ST RIVER GROVE,2018,203,1.0,4.0,3.0,1.0,0.0,2.0,1.0,0.0,1000.0,4063.0,56.0,-87.83407381,41.92554844,180000
106  TOWER LN ELK GROVE VILLAGE,2018,203,1.0,7.0,3.0,2.0,1.0,1.0,2.0,1.0,1530.0,9900.0,58.0,-87.99655024,42.01268347,274900
18545 HOMEWOOD AV,2010,203,1-story,7.0,4.0,Partial basement,1.0,Yes,1.0,2.0,1193.0,7752.0,60.0,-87.66109920000002,41.5522258,136000
102 S WE-GO TRL MOUNT PROSPECT,2018,234,4.0,5.0,3.0,3.0,1.0,1.0,1.0,1.0,1092.0,9945.0,59.0,-87.95263132,42.06527499,315000
252 MARQUETTE,2006,204,1-story,7.0,4.0,Slab basement,0.0,No,2.0,0.0,1802.0,7500.0,54.0,-87.69276049999998,41.47933270000001,133000
3248 N SHEFFIELD 3,2008,299,,,,,,,,,,,,-87.65447370000003,41.9413283,389000
7335 MARIDON ROAD,2006,204,1-story,6.0,3.0,crawlspace,1.0,No,1.0,1.0,2036.0,25500.0,41.0,-87.8750172,41.7562051,430000
341 S MADISON,2006,205,2-story,8.0,4.0,Slab basement,1.0,Yes,1.0,1.0,2180.0,8100.0,109.0,-87.8706069,41.8074354,735000
3755  CRAIN ST SKOKIE,2018,278,2.0,8.0,3.0,1.0,0.0,1.0,3.0,1.0,2713.0,5322.0,7.0,-87.72265869,42.03884203,603000
1819 N MAYFIELD,2003,203,1-story,9.0,5.0,Full basement,0.0,No,2.0,0.0,1083.0,4300.0,44.0,-87.77254479999998,41.9135643,90000
4730 S LAVERGNE AV,2005,202,1-story,5.0,2.0,Slab basement,0.0,No,1.0,0.0,912.0,3780.0,50.0,-87.74828120000002,41.8066285,260000
1202  MONROE ST EVANSTON,2018,202,1.0,5.0,2.0,1.0,0.0,2.0,1.0,0.0,888.0,3750.0,98.0,-87.68856515,42.03057842,1
3121  PLUM ISLAND DR NORTHBROOK,2018,278,2.0,8.0,4.0,3.0,0.0,1.0,2.0,1.0,2321.0,11252.0,48.0,-87.8562191,42.12984887,635000
2449 W 115TH ST,2003,203,1-story,6.0,3.0,Full basement,0.0,No,1.0,0.0,1172.0,3750.0,52.0,-87.6828832,41.68427910000001,155000
5519 W PARKVIEW CT,2012,203,1-story,7.0,3.0,crawlspace,0.0,No,1.0,1.0,1332.0,7980.0,48.0,-87.755799,41.659154,155000
5406  LINCOLN AVE SKOKIE,2018,299,,,,,,,1.0,,,22770.0,10.0,-87.7624855,42.03471778,168000
867  WILLOW ST PALATINE,2018,278,2.0,8.0,4.0,1.0,1.0,1.0,2.0,1.0,2922.0,9781.0,16.0,-88.06486935,42.11556160000001,545000
6306 W GRACE ST,2004,203,?,6.0,3.0,Full basement,0.0,No,1.0,0.0,1372.0,3100.0,82.0,-87.7843074,41.9495014,275000
11450 S ST LOUIS AV,2003,202,1-story,6.0,3.0,Full basement,0.0,No,1.0,0.0,662.0,6200.0,81.0,-87.7081979,41.68496010000001,165000
5717 S CHRISTIANA,2010,203,1-story,5.0,2.0,Full basement,0.0,No,1.0,0.0,1017.0,3780.0,89.0,-87.7068422,41.78931,120000
7312 S CLYDE AVE,2008,203,1-story,7.0,4.0,Full basement,0.0,Yes,1.0,2.0,1392.0,4140.0,51.0,-87.5740526,41.7621152,245000
3706 W MONTROSE AVE,2005,211,3-story,24.0,12.0,Full basement,0.0,No,6.0,0.0,5742.0,3100.0,80.0,-87.72097509999998,41.9611971,635000
42 OAK AVE,2009,203,1-story,6.0,3.0,Full basement,0.0,No,1.0,1.0,1360.0,6500.0,57.0,-87.8891657,41.8688139,169000
6155 S PULASKI,2003,203,1-story,4.0,3.0,Slab basement,0.0,No,1.0,0.0,1189.0,3720.0,42.0,-87.7224566,41.7807013,198000
137 S GROVE AVE,2013,206,2-story,11.0,5.0,Full basement,0.0,No,2.0,0.0,2785.0,5640.0,97.0,-87.7960259,41.885449,562500
1572  WOODLAND AVE DES PLAINES,2018,295,2.0,4.0,2.0,2.0,0.0,1.0,1.0,0.0,1152.0,1762.0,53.0,-87.88427004,42.05006571,105000
18330 CHERRY CREEK DR2,2005,299,,,,,,,,,,,,-87.68368000000002,41.556292,115900
1405 E CENTRAL RD ARLINGTON HEIGHTS,2018,299,,,,,,,1.0,,,1458519.0,10.0,-87.96490851,42.06395108,118000
3041 S MICHIGAN 304,2003,299,,,,,,,,,,,,-87.6223083,41.8391431,112500
1735 W DIVERSEY 515,2007,299,,,,,,,,,,,,-87.6725859,41.9321873,352000
8865 RYAN RD,2007,295,1-story,4.0,2.0,crawlspace,0.0,No,1.0,0.0,744.0,5950.0,55.0,-87.723861,41.7308533,158000
747 FOREST,2006,206,2-story,9.0,4.0,Full basement,0.0,Yes,1.0,1.0,2442.0,8592.0,125.0,-87.8198478,41.89396170000001,560000
9351 S 79TH CT,2004,295,2-story,7.0,3.0,Full basement,0.0,Yes,2.0,0.0,1985.0,1878.0,17.0,-87.81641,41.720823,233000
8908 W 125TH ST,2005,203,2-story,10.0,4.0,Full basement,2.0,Yes,3.0,2.0,3471.0,10550.0,14.0,-87.8385135,41.6637949,380000
300 S ROSELLE RD SCHAUMBURG,2018,299,,,,,,,1.0,,,406730.0,10.0,-88.08085478,42.0222057,52000
695  APPLE TREE LN GLENCOE,2018,278,2.0,12.0,4.0,3.0,1.0,1.0,4.0,0.0,3786.0,11875.0,53.0,-87.775439,42.13578048,785000
7901 W 76TJ ST,2014,234,multilevel,5.0,3.0,Partial basement,0.0,No,1.0,1.0,1320.0,8262.0,40.0,-87.8171883,41.7525597,202000
3431 W SHAKESPEARE 3B,2007,299,,,,,,,,,,,,-87.713149,41.9198049,166000
4136 KEDVALE F,2011,295,2-story,5.0,3.0,Full basement,0.0,No,1.0,0.0,1237.0,1735.0,45.0,-87.73137259999999,41.9565667,129000
804  SHAWNEE TRL ROSELLE,2018,295,2.0,5.0,2.0,1.0,0.0,1.0,1.0,1.0,1135.0,1816.0,40.0,-88.06129722,41.99748045,110000
14534 SHERMAN AVE,2013,202,1-story,4.0,2.0,Full basement,0.0,No,1.0,0.0,915.0,5084.0,50.0,-87.6805724,41.6286416,70500
4717 N CLARK ST APT 4S,2015,299,,,,,,,,,,,,-87.6670163,41.9676475,428500
10635 S EWING AVE,2005,299,,,,,,,,,,,,-87.53491059999998,41.7015948,142000
2230 E 172ND ST,2009,239,,,,,,,,,,,,-87.5622189,41.58345720000001,247500
4968 MILWAUEE AVE,2011,299,,,,,,,,,,,,-87.7639424,41.9712589,150000
5412 S KOSTNER,2007,202,1-story,4.0,2.0,Slab basement,0.0,No,1.0,0.0,864.0,3780.0,62.0,-87.7332555,41.7944542,237500
336  RIDGE AVE EVANSTON,2018,299,,,,,,,1.0,,,35000.0,10.0,-87.68564361,42.02417014,59500
3300 N LAKE SHORE DR5C,2012,299,,,,,,,,,,,,-87.6403411,41.9424731,392000
1471  WINSLOWE DR PALATINE,2018,299,,,,,,,1.0,,,555024.0,10.0,-88.02055431,42.13442657,54400
2514  CHARLESTON DR SCHAUMBURG,2018,299,,,,,,,1.0,,,762662.0,10.0,-88.1425316,42.01920911,159000
852 MEMORIAL DR,2004,203,1-story,6.0,3.0,Full basement,1.0,Yes,1.0,0.0,1234.0,8040.0,54.0,-87.6541602,41.515117,125500
2515  JACKSON AVE EVANSTON,2018,203,1.0,7.0,4.0,3.0,1.0,2.0,2.0,1.0,1652.0,8938.0,90.0,-87.69186132,42.06353928,480000
2018  SHERMAN AVE EVANSTON,2018,299,,,,,,,1.0,,,17500.0,10.0,-87.68220619,42.05457147,154500
6008 FOREST VIEW DR,2010,203,1-story,6.0,3.0,Full basement,1.0,Yes,1.0,1.0,1248.0,6820.0,36.0,-87.7672814,41.6162709,190000
2009  GINGER CREEK DR PALATINE,2018,299,,,,,,,1.0,,,588257.0,10.0,-88.01237397,42.14791883,145000
2101  PATRIOT BLVD GLENVIEW,2018,295,2.0,6.0,2.0,1.0,1.0,1.0,2.0,1.0,2324.0,3825.0,16.0,-87.82406107,42.09376694,1
546  WINDGATE CT ARLINGTON HEIGHTS,2018,299,,,,,,,1.0,,,289202.0,10.0,-87.97623443,42.05298023,169000
547 E BALDWIN RD PALATINE,2018,203,1.0,6.0,3.0,3.0,0.0,1.0,1.0,0.0,1180.0,10010.0,62.0,-88.02993942,42.11740235,198000
1060  KNOLLWOOD CT PALATINE,2018,295,2.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1155.0,1179.0,28.0,-88.06890252,42.13013286,145000
137 S HALE AVE BARTLETT,2018,295,2.0,5.0,2.0,1.0,0.0,1.0,1.0,1.0,1056.0,2060.0,42.0,-88.17497771,41.99304729,124901
626  HAYWARD AVE STREAMWOOD,2018,203,1.0,5.0,3.0,3.0,0.0,2.0,2.0,0.0,1236.0,7920.0,43.0,-88.16580312,42.00152937,239000
1040 S GROVE,2007,203,1-story,6.0,4.0,Full basement,0.0,No,2.0,0.0,1148.0,6850.0,93.0,-87.79491180000002,41.869104,490000
1108  SOUTH BLVD EVANSTON,2018,203,5.0,8.0,4.0,1.0,1.0,1.0,2.0,0.0,1777.0,7400.0,102.0,-87.68753981,42.02749602,525000
9633 S RIDGELAND AV 1C,2007,299,,,,,,,,,,,,-87.779471,41.7166894,129900
50 S GREELEY ST PALATINE,2018,299,,,,,,,1.0,,,58918.0,10.0,-88.04816905,42.1088381,202500
1420  BEVERLY LN STREAMWOOD,2018,295,1.0,5.0,3.0,2.0,0.0,1.0,1.0,2.0,1082.0,7218.0,43.0,-88.18725809,42.00611676,147500
1831 HOME AVE,2004,211,1-story,12.0,6.0,Full basement,0.0,Yes,2.0,0.0,2485.0,4080.0,58.0,-87.79836920000002,41.85485870000001,230000
9132 S CENTRAL AVE,2010,203,?,7.0,4.0,Full basement,0.0,Yes,2.0,0.0,1752.0,3150.0,49.0,-87.7609338,41.7258346,225000
9026  MURPHY LN SKOKIE,2018,204,1.0,6.0,2.0,3.0,1.0,1.0,2.0,0.0,1867.0,8250.0,10.0,-87.7227628,42.04510765,492000
180 N LASALLE 1901,2003,203,?,7.0,3.0,Full basement,0.0,No,1.0,0.0,1728.0,3750.0,85.0,-87.63300629999998,41.8854715,140000
1933  MAPLEWOOD RD NORTHBROOK,2018,204,1.0,8.0,4.0,4.0,1.0,1.0,2.0,1.0,2208.0,21214.0,66.0,-87.82786729,42.15165628,470000
1078  BLACKBURN DR INVERNESS,2018,204,1.0,10.0,4.0,1.0,3.0,2.0,2.0,0.0,2856.0,55670.0,57.0,-88.09690021,42.12980916,652000
2005 W WARNER AVE 2,2015,299,,,,,,,,,,,,-87.6791867,41.956729,235000
5404 S NAGLE,2004,202,1-story,6.0,3.0,Partial basement,0.0,Yes,2.0,0.0,1407.0,3780.0,1.0,-87.7833468,41.7939862,215000
129  DORSHIRE CT SCHAUMBURG,2018,299,,,,,,,1.0,,,2732537.0,10.0,-88.15138365,42.02494101,196000
4707 N MAGNOLIA AV GS,2005,299,,,,,,,,,,,,-87.6607975,41.9674679,318000
3110 N SHERIDAN RD,2007,299,,,,,,,,,,,,-87.6398248,41.9383046,126500
1413  GRANT ST SCHAUMBURG,2018,208,2.0,9.0,4.0,1.0,1.0,1.0,3.0,1.0,4115.0,20757.0,1.0,-88.08826040000002,42.0002244,1
1923 S 57TH AV,2007,203,1-story,6.0,3.0,Full basement,0.0,No,2.0,0.0,1200.0,4158.0,96.0,-87.76616659999998,41.8535019,210000
1513 S 4TH ST,2007,205,2-story,6.0,3.0,Full basement,0.0,No,1.0,1.0,1716.0,7024.0,100.0,-87.8371126,41.8738593,216000
16810 HOBART AVE,2015,202,1-story,4.0,2.0,Slab basement,0.0,No,1.0,0.0,936.0,7250.0,41.0,-87.84632309999998,41.5841025,93101
10939 ASHTON LANE,2009,208,2-story,9.0,5.0,Full basement,1.0,Yes,3.0,1.0,4117.0,21080.0,13.0,-87.88652040000002,41.633437,500000
817 FITZHENRY,2005,211,2-story,12.0,5.0,Full basement,0.0,No,3.0,0.0,2820.0,6100.0,129.0,-87.6320378,41.558419,185000
2106 S 20TH AV,2003,205,2-story,6.0,3.0,Full basement,1.0,No,1.0,0.0,1298.0,4788.0,74.0,-87.857028,41.865312,155900
5825 W WAVELAND AVE,2012,202,?,7.0,4.0,Full basement,0.0,Yes,2.0,0.0,814.0,3790.0,83.0,-87.7727396,41.94741970000001,270000
PO BOX 201127,2004,211,2-story,12.0,6.0,Full basement,0.0,No,2.0,0.0,2510.0,4048.0,88.0,-87.62979820000002,41.8781136,225000
3128 N 76TH CT ELMWOOD PARK,2018,203,1.0,5.0,3.0,1.0,0.0,1.0,1.0,0.0,1103.0,3840.0,87.0,-87.81806168,41.93723907,209900
1238 W DIVERSEY PKWY,2011,299,,,,,,,,,,,,-87.6602902,41.9327195,340000
4322 WOODLAND AVE,2014,278,1-story,7.0,3.0,Full basement,1.0,No,2.0,0.0,1236.0,5950.0,89.0,-87.90288819999998,41.8114826,1337500
2947 N 77TH CT ELMWOOD PARK,2018,204,5.0,7.0,4.0,3.0,0.0,1.0,2.0,1.0,2120.0,3690.0,85.0,-87.81970061,41.93412516,252000
1323  CARIANN LN GLENVIEW,2018,207,2.0,6.0,3.0,3.0,0.0,1.0,1.0,1.0,1848.0,5760.0,51.0,-87.76564232,42.07813342,415000
